Item Description,Department,Category,Quantity Sold,Sales Amount,Quantity Returned,Returns Amount,Costs,Discounts,Margin,Gross Profit,Net Sales,Quantity on Hand,Supplier,Supplier Code,Product UUID
LBB CAD Mini Corset,Corset,Over Bust,1.0,585.0,0.0,0.0,195.0,0.0,66.67,390.0,585.0,N/A,,,2d86300f-b5af-456c-a2e9-1cb4a707a682
Euc Lingerie Wash Unscented 16.9oz,Lingerie Wash,Lingerie Wash,1.0,21.0,0.0,0.0,8.0,0.0,61.9,13.0,21.0,N/A,,,30df6a82-581e-4dc3-9bba-93b97908d484
LBB CAD Jillian Carmen Lace,Underwear,High Waist,1.0,221.0,0.0,0.0,72.0,22.1,63.8,126.9,198.9,N/A,,,ba2ce4a9-bbda-4a54-aa2f-43edf2fe858c
Euc Lingerie Wash Lavender 16.9oz,Lingerie Wash,Lingerie Wash,1.0,21.0,0.0,0.0,8.0,0.0,61.9,13.0,21.0,N/A,,,60231f37-3057-4e39-bd36-70785ec2b96c
LBB CK Wonderfull Vibe,Bra,general,1.0,80.0,0.0,0.0,31.8,0.0,60.25,48.2,80.0,N/A,,,9814f46f-97c1-4199-a385-091f8f7dc944
LBB SP Caresse,Bra,Strapless,1.0,112.0,0.0,0.0,31.5,0.0,71.88,80.5,112.0,N/A,,,d9ec38bc-4d62-41de-90be-faefd7d7dcda
LBB CH Magnifique,Bra,general,1.0,90.0,0.0,0.0,29.95,0.0,66.72,60.05,90.0,N/A,,,e0a77170-c5a0-4eb7-a7eb-71121b26ef99
LBB SC Built Up Chemise,Chemise,Chemise,1.0,166.0,0.0,0.0,55.0,0.0,66.87,111.0,166.0,N/A,,,3831d286-3304-45f0-9480-0cfae7c8b980
LBB CK Stand Out ,Bra and Panty Set,SET,1.0,39.0,0.0,0.0,15.0,9.75,48.72,14.25,29.25,N/A,,,65379241-a2cc-4c97-aedf-ae882ddfb703
LBB AJ Capricieux,Bar & Panty Set,general,1.0,212.0,0.0,0.0,53.0,0.0,75.0,159.0,212.0,N/A,,,1ee6a9c0-66e6-4861-ad66-d2fc656eb2c1
LBB CT Fouqueuse,Bra and Panty Set,general,1.0,204.0,0.0,0.0,68.0,0.0,66.67,136.0,204.0,N/A,,,bbeaf599-b0f9-4054-9fe1-d0cc5dbe041e
LBB MC Cut And Curled Veil,general,general,1.0,30.0,0.0,0.0,10.6,0.0,64.67,19.4,30.0,N/A,,,c1ed2a4b-318a-4066-830a-b1ad128abdd2
LBB EP ALLURE ,Bra and Panty Set,general,1.0,133.0,0.0,0.0,53.1,0.0,60.08,79.9,133.0,N/A,,,4cbc001e-9501-4462-beca-3ccd64bd83ac
LBB ML Adage,general,general,1.0,64.0,0.0,0.0,25.2,0.0,60.62,38.8,64.0,N/A,,,e8742232-b993-4688-8473-556ec339def8
LBB SAP Gaudy Body Blk,Bodysuit,Body,1.0,150.0,0.0,0.0,25.2,0.0,83.2,124.8,150.0,N/A,,,e9efb425-2fe6-4ba5-80f0-f31a79d5ce79
LBB BR Mistela,Bra and Panty Set,SET,1.0,30.0,0.0,0.0,8.0,0.0,73.33,22.0,30.0,N/A,,,f5d8e656-acdb-48c3-acb5-1156a8462a68
Euc Lingerie Wash Eucalyptus 16.9oz,Lingerie Wash,Lingerie Wash,1.0,21.0,0.0,0.0,8.0,0.0,61.9,13.0,21.0,N/A,,,8f63e597-ff9d-4489-a4a0-fdb0277ea384
LBB AD Glam Underwire Bra 36D,Bra,Underwire ,1.0,85.0,0.0,0.0,32.0,0.0,62.35,53.0,85.0,0.0,Absolutely Lingerie,ADFGL02,85CE27D0-BA94-4D92-B5CE-384A9A15E10D
LBB AUB Les Bodys,Body,general,1.0,310.0,0.0,0.0,103.43,31.0,62.93,175.57,279.0,N/A,,,dd84c332-820e-4430-adcc-efd38da0fc8e
LBB CK Frill Me,Lingerie,Set,1.0,105.0,0.0,0.0,41.85,0.0,60.14,63.15,105.0,N/A,,,e9f6750b-f200-4267-bf73-42b49f02a156
